Fecha,Suma de Gastos,Suma de Ingresos,País_FK,Producto_FK
01/01/2017,252352.74796686397,358675.07692307694,27,2
01/01/2017,506365.2851062445,834234.6837060703,27,3
01/01/2017,4640085.56982472,4662776,27,4
01/01/2017,2139830.190682353,2194247.529411765,27,5
01/01/2017,759692.6109542169,786492.3373493976,27,6
01/01/2017,555477.7396630518,535072.655737705,27,7
01/01/2017,1432396.8973557693,2327644.9582031253,28,1
01/01/2017,574966.4860443857,877580.4260677467,28,2
01/01/2017,1466774.4228923079,2383508.4372,28,3
01/01/2017,10852155.54953703,11034761.283333333,28,4
01/01/2017,4147855.2142382534,4619202.397674418,28,5
01/01/2017,1433286.032611732,1664461.1991620113,28,6
01/01/2017,1074671.5782344567,1216075.7332653063,28,7
01/01/2017,9914.54738878143,18176.670212765956,29,1
01/01/2017,4204.364456596036,7708.001503759399,29,2
01/01/2017,12080.203299429422,18438.205035971223,29,3
01/01/2017,45138.02486402487,51775.9696969697,29,4
01/01/2017,44423.782,51258.21,29,5
01/01/2017,12735.175719828467,14479.72033898305,29,6
01/01/2017,8401.196615581099,9492.261111111111,29,7
01/01/2017,216513.5285662954,383062.3966942149,30,1
01/01/2017,65328.47075405215,119768.86304909561,30,2
01/01/2017,169020.23842917255,299035.8064516129,30,3
01/01/2017,1524804.44915254,1571205.0847457626,30,4
01/01/2017,547349.49006978,671747.1014492754,30,5
01/01/2017,232986.2063867534,260396.34831460673,30,6
01/01/2017,152096.58501221,169782.23443223443,30,7
01/01/2017,23907.365259740254,43830.16964285714,31,1
01/01/2017,7456.676962025316,12427.79493670886,31,2
01/01/2017,16787.61698489598,30777.297805642633,31,3
01/01/2017,125797.10544919,140256.54285714286,31,4
01/01/2017,58241.07358323867,70632.79136690647,31,5
01/01/2017,27327.773241788826,30971.476340694004,31,6
01/01/2017,18141.09016999261,21769.30820399113,31,7
01/01/2017,154284.88034188034,245040.6923076923,32,1
01/01/2017,48847.10405257392,89553.02409638553,32,2
01/01/2017,125127.1620294599,203331.63829787233,32,3
01/01/2017,724142.5885174021,815806.2073170732,32,4
01/01/2017,633041.3291866028,704169.5684210527,32,5
01/01/2017,193996.53636363638,215793.9,32,6
01/01/2017,103916.28582524272,129895.3572815534,32,7
01/01/2017,309958.70885634585,531357.7866108787,33,1
01/01/2017,93462.8987205616,165357.43619791666,33,2
01/01/2017,201952.57513914653,370246.387755102,33,3
01/01/2017,1271319.5094696968,1443119.4431818181,33,4
01/01/2017,839461.6368835412,933783.169117647,33,5
01/01/2017,302143.65798417997,341383.09408602153,33,6
01/01/2017,252187.68141843972,282210.02444444445,33,7
01/01/2017,98878.54411873838,174305.12585034012,34,1
01/01/2017,46065.231892363634,81993.1312,34,2
01/01/2017,97551.3153386211,171965.4597315436,34,3
01/01/2017,498180.4067595309,582337.5795454546,34,4
01/01/2017,356451.62050587183,416631.7642276423,34,5
01/01/2017,131260.26639883712,161658.38170347002,34,6
01/01/2017,99491.81419130387,112380.93640350876,34,7
01/01/2017,126224.81403774464,188881.30067567568,35,1
01/01/2017,42273.73437661965,74051.47682119206,35,2
01/01/2017,144624.81014513376,222744.48207171314,35,3
01/01/2017,674306.2434121622,755525.2027027027,35,4
01/01/2017,338662.5807939454,375227.2818791946,35,5
01/01/2017,152305.33886452243,163476.2134502924,35,6
01/01/2017,82647.88739130435,103534.93518518518,35,7
01/01/2017,346472.30133725825,518457.00406504073,36,1
01/01/2017,119876.49244580242,179381.7482419128,36,2
01/01/2017,253457.06746643523,398563.821875,36,3
01/01/2017,1767704.8775404643,2198972.8103448274,36,4
01/01/2017,941818.6980700734,1054053.0826446281,36,5
01/01/2017,320632.3483240224,356258.16480446927,36,6
01/01/2017,248386.09473815007,282169.0774336283,36,7
01/01/2017,104362.853300813,154994.33658536585,37,1
01/01/2017,28190.15169899425,41372.186197916664,37,2
01/01/2017,72504.06214765101,106623.62080536912,37,3
01/01/2017,438308.7612053572,496466.234375,37,4
01/01/2017,235967.4808088235,264781.99166666664,37,5
01/01/2017,67219.32161777778,84730.23733333332,37,6
01/01/2017,58904.88113341953,65244.022587269,37,7
01/01/2017,384674.8185665529,634776.9283276451,38,1
01/01/2017,186195.00213470744,296634.1945773525,38,2
01/01/2017,403959.39909502264,643562.76816609,38,3
01/01/2017,3002161.5406392696,3444252.5925925924,38,4
01/01/2017,1511446.4708836314,1706326.9724770642,38,5
01/01/2017,470531.7343978835,535993.1988472622,38,6
01/01/2017,310490.07004909986,359747.85299806576,38,7
01/01/2017,10739.126449521002,18627.44406779661,39,1
01/01/2017,5595.671800332779,9143.254575707155,39,2
01/01/2017,13829.020664451826,21298.821705426355,39,3
01/01/2017,59464.788857142856,65417.80952380952,39,4
01/01/2017,37959.85381590196,45414.01652892562,39,5
01/01/2017,13895.51723146977,16403.271641791045,39,6
01/01/2017,10407.36769407062,11568.623157894737,39,7
01/01/2017,122288.8177577465,178159.69953051643,40,1
01/01/2017,36938.01389009703,62517.32454695222,40,2
01/01/2017,73227.22173524788,115343.51367781156,40,3
01/01/2017,425806.30940259737,492831.3766233767,40,4
01/01/2017,279435.3905454546,364884.76923076925,40,5
01/01/2017,79784.50208730702,101737.30831099195,40,6
01/01/2017,67113.30340611353,82855.93013100437,40,7
01/01/2017,250315.45719758063,416613.7983870968,41,1
01/01/2017,84003.02217185385,139810.8552097429,41,2
01/01/2017,255261.72494117645,405177.34117647057,41,3
01/01/2017,1314736.1582539682,1435003.0833333333,41,4
01/01/2017,727125.7728721804,776843.7744360901,41,5
01/01/2017,280991.7541981438,304779.41592920356,41,6
01/01/2017,200950.10919276162,222194.02580645162,41,7
01/01/2017,118000.49299145302,173530.13675213678,42,1
01/01/2017,31381.322564755832,51727.45477707006,42,2
01/01/2017,73132.68370497428,127691.98742138366,42,3
01/01/2017,747524.7457839081,812121.04,42,4
01/01/2017,376400.4472347826,406060.52,42,5
01/01/2017,82313.65115531917,101515.13,42,6
01/01/2017,71060.59100000001,77344.86095238096,42,7
01/01/2017,33365.090284360194,50468.2037914692,43,1
01/01/2017,9398.248541066281,15344.07925072046,43,2
01/01/2017,17272.886541213888,31046.037900874635,43,3
01/01/2017,103765.66267669172,112092.53684210526,43,4
01/01/2017,96921.24945508101,109781.35051546391,43,5
01/01/2017,28115.396331072487,31598.78635014837,43,6
01/01/2017,18141.202058970513,20399.98275862069,43,7
01/01/2017,367944.32928475033,584382.1700404858,44,1
01/01/2017,145267.5207373272,221724.11059907835,44,2
01/01/2017,374429.04280155647,561643.5642023346,44,3
01/01/2017,2677655.7,2624407.1999999997,44,4
01/01/2017,1205185.72435897,1233695.6923076925,44,5
01/01/2017,342507.3803389831,412406.84571428574,44,6
01/01/2017,261391.19474835886,315847.69365426694,44,7
01/01/2017,109164.98089655171,175389.72,45,1
01/01/2017,36188.0482300885,64671.72566371681,45,2
01/01/2017,85600.38255451713,136596.3551401869,45,3
01/01/2017,646534.6541176471,859753.5294117647,45,4
01/01/2017,266603.90321743645,356483.17073170736,45,5
01/01/2017,107255.66288659796,128584.83870967742,45,6
01/01/2017,63872.2405511811,86313.83858267717,45,7
01/01/2017,18852.810323921705,33354.97211155378,46,1
01/01/2017,6954.2492915078665,11044.984168865434,46,2
01/01/2017,17531.149837133547,27270.677524429968,46,3
01/01/2017,71353.10795454544,87209.35416666666,46,4
01/01/2017,79734.26666666668,93023.31111111112,46,5
01/01/2017,19013.77700072098,22031.836842105262,46,6
01/01/2017,15709.194797912261,17514.849372384935,46,7
01/01/2017,33108.56739811912,50534.12918660287,47,1
01/01/2017,7480.725128037486,13235.129072681704,47,2
01/01/2017,18916.357611940297,31527.262686567163,47,3
01/01/2017,140313.6416270297,157636.31343283583,47,4
01/01/2017,70084.91033950618,78234.31851851853,47,5
01/01/2017,24467.103474903477,28544.954054054055,47,6
01/01/2017,16213.54105705066,19522.426987060997,47,7
01/01/2017,190019.07434944232,295585.2267657992,48,1
01/01/2017,70116.77777777778,105175.16666666666,48,2
01/01/2017,149897.7448680352,233174.26979472142,48,3
01/01/2017,774157.4945233266,935440.305882353,48,4
01/01/2017,545563.7955665024,685451.948275862,48,5
01/01/2017,185244.00322580646,213743.0806451613,48,6
01/01/2017,130620.77150537635,160307.31048387097,48,7
01/01/2017,197634.49282786882,338801.987704918,49,1
01/01/2017,70066.73573627158,106943.96507115137,49,2
01/01/2017,188416.3760683761,306176.6111111111,49,3
01/01/2017,857294.5111111111,1102235.8,49,4
01/01/2017,632186.5249662618,725155.1315789473,49,5
01/01/2017,193364.57530372852,222224.95967741936,49,6
01/01/2017,157113.1168831169,178934.3831168831,49,7
01/01/2017,128153.5077980439,208249.4501718213,50,1
01/01/2017,56277.1785207036,89381.40117994101,50,2
01/01/2017,118824.68627450982,178237.0294117647,50,3
01/01/2017,1054735.9792905927,1188246.862745098,50,4
01/01/2017,373146.01563581015,415072.5342465753,50,5
01/01/2017,133562.63185894513,156590.67183462533,50,6
01/01/2017,96284.44114396242,117215.8413926499,50,7
01/01/2017,122653.00984251968,190793.57086614173,51,1
01/01/2017,35057.80106100795,64272.63527851459,51,2
01/01/2017,91355.80383677091,145094.5119760479,51,3
01/01/2017,420076.6249014973,515548.58510638296,51,4
01/01/2017,295146.20424836606,367133.0833333334,51,5
01/01/2017,99544.47175624786,127195.71391076116,51,6
01/01/2017,88798.9726705653,107692.3711111111,51,7
01/01/2017,3610789.285714286,6291526.785714285,52,1
01/01/2017,1283952.6496976295,2301109.943613933,52,2
01/01/2017,2684126.552566372,4676887.174926253,52,3
01/01/2017,16700991.575423047,21718695.252739724,52,4
01/01/2017,12231658.529919345,14817427.61308411,52,5
01/01/2017,3344160.3017760296,4441077.747198879,52,6
01/01/2017,2681523.8823066396,3255574.449486653,52,7
01/01/2017,98239.11014534054,149943.90495867768,53,1
01/01/2017,30757.724094087735,49981.301652892565,53,2
01/01/2017,73454.3016194332,119363.24013157895,53,3
01/01/2017,390001.88087774295,471252.27272727276,53,4
01/01/2017,258924.5412844037,332902.9816513762,53,5
01/01/2017,78289.20462328767,90716.0625,53,6
01/01/2017,64547.69257616355,72718.28657314628,53,7
01/01/2017,91547.74461839529,142407.60273972602,54,1
01/01/2017,24718.167459239125,42374.00135869565,54,2
01/01/2017,58512.69230769231,95083.125,54,3
01/01/2017,268598.45454545453,328287,54,4
01/01/2017,197402.8059940517,221186.27659574468,54,5
01/01/2017,92093.71287128713,102928.26732673268,54,6
01/01/2017,56973.44720496894,64569.90683229814,54,7
01/01/2017,193481.19928222997,320181.6536585366,55,1
01/01/2017,54090.91011093504,104020.98098256736,55,2
01/01/2017,131672.59222059976,213802.08143322475,55,3
01/01/2017,540925.5813399571,669767.7448979592,55,4
01/01/2017,458410.477176,525097.912,55,5
01/01/2017,165190.37657142858,199505.2857142857,55,6
01/01/2017,110384.50681735987,138475.18776371307,55,7
01/01/2017,14180.968642496684,21122.219888446216,56,1
01/01/2017,4394.145576893454,6731.77184338896,56,2
01/01/2017,9401.111043126386,17393.492908536587,56,3
01/01/2017,55047.02489714675,62011.583413043474,56,4
01/01/2017,40748.76678031432,48761.245076923085,56,5
01/01/2017,15423.330443028357,17603.08028938907,56,6
01/01/2017,8451.94914666667,10220.624611320754,56,7
01/01/2018,91204.56193571688,148207.4131455399,1,1
01/01/2018,28967.22693905148,44213.13585434174,1,2
01/01/2018,62635.275793650784,97432.6512345679,1,3
01/01/2018,353883.0068985341,444622.23943661974,1,4
01/01/2018,188979.5749659864,210454.52666666667,1,5
01/01/2018,68426.58863374653,79118.24310776942,1,6
01/01/2018,58510.9161057458,68775.98910675383,1,7
01/01/2018,114833.96456043956,178630.61153846156,2,1
01/01/2018,40597.86625874126,65971.53267045454,2,2
01/01/2018,105464.56769798468,171379.92250922509,2,3
01/01/2018,710398.2184704185,844435.6181818182,2,4
01/01/2018,404122.76012987015,464439.59,2,5
01/01/2018,126523.18184879093,140739.26969696968,2,6
01/01/2018,74776.082571445,88128.95445920304,2,7
01/01/2018,471938.32954545453,786563.8825757576,3,1
01/01/2018,203803.24809160305,317027.2748091603,3,2
01/01/2018,429923.115942029,644884.6739130435,3,3
01/01/2018,2223669.322169059,2696790.4545454546,3,4
01/01/2018,1819340.115491836,2232826.505376344,3,5
01/01/2018,478112.3003663004,532443.2435897436,3,6
01/01/2018,392109.3654343074,443702.70299145306,3,7
01/01/2018,59090.10966796874,112552.58984375,4,1
01/01/2018,23997.33182186235,43328.515789473684,4,2
01/01/2018,50549.93508771931,89205.7678018576,4,3
01/01/2018,283895.9063975368,364727.37974683545,4,4
01/01/2018,152152.72553571427,205810.44999999998,4,5
01/01/2018,67957.12868284769,84496.95894428152,4,6
01/01/2018,42049.09044591423,52868.73944954129,4,7
01/01/2018,28830.049490538575,43245.07423580786,5,1
01/01/2018,7874.202491386164,14436.037900874635,5,2
01/01/2018,24771.566981656477,38533.5486381323,5,3
01/01/2018,83629.46094299789,101052.26530612244,5,4
01/01/2018,77321.67327327328,89217.31531531531,5,5
01/01/2018,24587.583269671504,27739.837535014005,5,6
01/01/2018,15630.765240179875,18579.96622889306,5,7
01/01/2018,39216.31744587958,69382.71548117154,6,1
01/01/2018,13934.847899159662,21676.430065359476,6,2
01/01/2018,31353.79523968413,49797.2042042042,6,3
01/01/2018,233603.5853409555,267459.17741935485,6,4
01/01/2018,99211.352991453,127557.45384615385,6,5
01/01/2018,36666.891876301874,41980.93417721519,6,6
01/01/2018,26599.73045389734,31525.60646387833,6,7
01/01/2018,1324034.3189978045,2020894.4868913859,7,1
01/01/2018,381237.98492699006,698936.3056994819,7,2
01/01/2018,1185887.534065934,1976479.2234432234,7,3
01/01/2018,5757700.908536586,6580229.609756098,7,4
01/01/2018,5034347.9167464115,5679777.136842106,7,5
01/01/2018,1371434.563205502,1573116.1166180759,7,6
01/01/2018,894300.485132105,1025815.2623574145,7,7
01/01/2018,26507.145454545454,39760.71818181818,8,1
01/01/2018,7646.291958041958,12425.224431818182,8,2
01/01/2018,21446.173460006128,34850.03187250996,8,3
01/01/2018,82966.48192771085,105389.85542168675,8,4
01/01/2018,76079.3677184466,84925.80582524271,8,5
01/01/2018,19438.573333333334,21868.395,8,6
01/01/2018,17058.10517320713,18974.746203904557,8,7
01/01/2018,66212.39830508476,99318.59745762713,9,1
01/01/2018,18872.13285024155,29973.387468030694,9,2
01/01/2018,57648.468315972226,91559.33203125,9,3
01/01/2018,340314.90381125227,411213.84210526315,9,4
01/01/2018,144686.35185185182,162772.1458333333,9,5
01/01/2018,66805.50610749185,76349.14983713355,9,6
01/01/2018,41577.27538802661,47351.89696969697,9,7
01/01/2018,4278615.604137932,6112308.005911331,10,1
01/01/2018,1069653.9018103448,1584672.4471264367,10,2
01/01/2018,3126812.2880400005,4963194.108,10,3
01/01/2018,15798092.712039473,18247037.175,10,4
01/01/2018,9554898.075530631,10170479.744262297,10,5
01/01/2018,3114079.1711220792,3515009.999150142,10,6
01/01/2018,2168185.302176405,2447334.3798816567,10,7
01/01/2018,55520.0530023482,101786.76383763837,11,1
01/01/2018,22335.395141700403,37225.65856950067,11,2
01/01/2018,53302.82705314011,79954.24057971015,11,3
01/01/2018,410440.5807746811,475589.8793103448,11,4
01/01/2018,258546.27569489332,303123.2197802198,11,5
01/01/2018,59102.99693908785,75989.56749311295,11,6
01/01/2018,45043.38060322746,53875.416015625,11,7
01/01/2018,125256.65138993238,229637.19421487604,12,1
01/01/2018,42598.05157687253,73025.23127463863,12,2
01/01/2018,109259.67264684197,177546.9680511182,12,3
01/01/2018,568401.7411487019,677709.768292683,12,4
01/01/2018,472731.3884688091,604045.6630434783,12,5
01/01/2018,144963.5441153905,162018.07871720116,12,6
01/01/2018,94115.72936660268,106664.4932821497,12,7
01/01/2018,12072.418278615796,21358.89387755102,13,1
01/01/2018,4119.489766081871,7061.98245614035,13,2
01/01/2018,8495.01461038961,15574.193452380952,13,3
01/01/2018,54234.83837535014,61563.870588235295,13,4
01/01/2018,42128.23806785508,47143.504504504504,13,5
01/01/2018,12802.613232634825,14658.064425770308,13,6
01/01/2018,7467.992456676861,9601.704587155964,13,7
01/01/2018,32418.52187028658,52680.098039215685,14,1
01/01/2018,9191.86368956514,14029.686684073107,14,2
01/01/2018,20315.198487712667,35942.27424749164,14,3
01/01/2018,179190.9258446687,202768.679245283,14,4
01/01/2018,76970.45683313977,87371.8699186992,14,5
01/01/2018,27021.25718390805,30530.511363636364,14,6
01/01/2018,15410.199589195056,19575.11839708561,14,7
01/01/2018,1451828.2634482756,2749674.7413793104,15,1
01/01/2018,661027.2619197087,1060066.628508124,15,2
01/01/2018,1723353.6767092827,2792471.2354085604,15,3
01/01/2018,9062352.760522958,11213517.3046875,15,4
01/01/2018,4582994.57927629,5741320.859999999,15,5
01/01/2018,1877902.2425645483,2256808.5141509436,15,6
01/01/2018,1117632.755731795,1348994.5629699246,15,7
01/01/2018,24004.241410169492,38468.33559322034,16,1
01/01/2018,9977.608396135267,15761.331944444444,16,2
01/01/2018,22730.14261698957,37207.07868852459,16,3
01/01/2018,168942.51744360902,180129.50793650793,16,4
01/01/2018,75526.40657769423,81058.27857142857,16,5
01/01/2018,26401.839306122445,29097.84358974359,16,6
01/01/2018,20583.51296545106,21781.49520153551,16,7
01/01/2018,99779.67111008608,166068.80073800738,17,1
01/01/2018,46867.89463375797,71663.4474522293,17,2
01/01/2018,91080.82916666666,153077.02380952382,17,3
01/01/2018,683600.6519371467,725881.3709677419,17,4
01/01/2018,329998.8070505288,405447.25225225225,17,5
01/01/2018,140284.85468607827,143326.8949044586,17,6
01/01/2018,72498.67988556337,82729.12683823529,17,7
01/01/2018,54245.88951923077,86104.58653846155,18,1
01/01/2018,19107.63314192496,29216.564437194127,18,2
01/01/2018,38137.49813919414,56856.36190476191,18,3
01/01/2018,264430.2662146893,284281.8095238095,18,4
01/01/2018,182364.9348237477,182752.59183673467,18,5
01/01/2018,52876.0954095274,52831.13274336283,18,6
